zip,enlisted_begin_effective_date,enlisted_end_effective_date,rsid_enlisted,rsid_enlisted_station,rsid_enlisted_company,rsid_enlisted_battalion,rsid_enlisted_brigade,rsid_enlisted_command,lduic_enlisted_station,lduic_enlisted_company,lduic_enlisted_battalion,uic_enlisted_brigade,uic_enlisted_command,medical_begin_effective_date,medical_end_effective_date,rsid_medical,rsid_medical_station,rsid_medical_company,rsid_medical_battalion,rsid_medical_brigade,rsid_medical_command,lduic_medical_station,lduic_medical_company,lduic_medical_battalion,uic_medical_brigade,uic_medical_command,chaplain_begin_effective_date,chaplain_end_effective_date,rsid_chaplain,rsid_chaplain_station,rsid_chaplain_company,rsid_chaplain_battalion,rsid_chaplain_brigade,rsid_chaplain_command,lduic_chaplain_station,lduic_chaplain_company,lduic_chaplain_battalion,uic_chaplain_brigade,uic_chaplain_command,sex_by_age_b01001_001e,total_male_pop_b01001_002e,total_female_pop_b01001_026e,total_population_b01003_001e,total_by_race_b02001_001e,tot_white_b02001_002e,tot_black_african_american_b02001_003e,tot_american_indian_alaskan_b02001_004e,tot_asian_b02001_005e,tot_native_hawaiian_pacific_island_b02001_006e,tot_some_other_races_b02001_007e,tot_two_or_more_races_b02001_008e,tot_two_or_more_some_other_races_b02001_009e,tot_two_or_more_excl_some_other_three_more_races_b02001_010e,total_veteran_b21001_002e,total_nonveteren_b21001_003e,total_male_veteran_b21001_005e,total_male_nonveteren_b21001_006e,total_female_veteran_b21001_023e,total_female_nonveteren_b21001_024e,tot_vet_education_twenty_five_over_b21003_002e,tot_vet_edu_less_than_high_school_b21003_003e,tot_vet_edu_high_school_b21003_004e,tot_vet_edu_some_college_or_assoc_degree_b21003_005e,tot_vet_edu_bachelors_or_higher_b21003_006e,tot_nonvet_education_twenty_five_over_b21003_007e,tot_nonvet_edu_less_than_high_school_b21003_008e,tot_nonvet_edu_high_school_b21003_009e,tot_nonvet_edu_some_college_or_assoc_degree_b21003_010e,tot_nonvet_edu_bachelors_or_higher_b21003_011e,tot_median_income_vet_b21004_002e,tot_median_income_vet_male_b21004_003e,tot_median_income_vet_female_b21004_004e,tot_median_income_nonvet_b21004_005e,tot_median_income_nonvet_male_b21004_006e,tot_median_income_nonvet_female_b21004_007e,tot_male_15_17_b01001_006e,tot_male_18_19_b01001_007e,tot_male_20_b01001_008e,tot_male_21_b01001_009e,tot_male_22_24_b01001_010e,tot_female_15_17_b01001_030e,tot_female_18_19_b01001_031e,tot_female_20_b01001_032e,tot_female_21_b01001_033e,tot_female_22_24_b01001_034e
99725,9/27/2024,,6L6G,FAIRBANKS (6L6G),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6G,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99328,9/27/2024,,6L5C,WALLA WALLA (6L5C),RCTG CO YAKIMA (6L5),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB5C,W2AB50,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,3718,1837,1881,3718,3718,3235,31,11,52,0,203,186,57,129,304,2732,251,1254,53,1478,304,11,96,101,96,2462,336,441,1058,627,47083,46493,50625,31258,44917,23250,22,46,2,33,95,46,20,0,0,74
98033,9/27/2024,,6L2B,BELLEVUE (6L2B),RCTG CO SEATTLE (6L2),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB2B,W2AB20,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,39802,19071,20731,39802,39802,29341,739,45,6578,6,943,2150,223,1927,1150,30619,1118,14076,32,16543,1150,0,131,328,691,27587,655,1926,5321,19685,77917,80774,44500,65046,99675,47467,592,362,220,81,795,650,620,193,317,444
99529,9/27/2024,,6L6A,ANCHORAGE SOUTH (6L6A),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6A,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99678,9/27/2024,,6L6A,ANCHORAGE SOUTH (6L6A),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6A,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,981,560,421,981,981,97,1,843,2,0,0,38,0,38,32,633,32,386,0,247,32,8,8,14,2,511,87,228,118,78,18125,18125,,16471,21033,13983,22,23,13,12,23,10,10,10,0,31
96609,9/27/2024,,6L6G,FAIRBANKS (6L6G),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6G,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E2H,HONOLULU MRS (9E2H),LOS ANGELES MRCO (9E2),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B12H,W1B120,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98083,9/27/2024,,6L2B,BELLEVUE (6L2B),RCTG CO SEATTLE (6L2),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB2B,W2AB20,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98232,9/27/2024,,6L1N,BURLINGTON (6L1N),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1N,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,4259,2044,2215,4259,4259,4099,39,4,26,0,6,85,25,60,347,3150,327,1443,20,1707,347,6,133,66,142,2798,175,481,1099,1043,64402,64620,,41048,46394,30830,48,15,88,0,33,145,165,0,0,51
99704,9/27/2024,,6L6G,FAIRBANKS (6L6G),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6G,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,61,61,0,61,61,46,10,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,18,0,14,19,0,0,0,0,0
98256,9/27/2024,,6L1M,MONROE (6L1M),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1M,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,369,181,188,369,369,364,0,0,5,0,0,0,0,0,45,279,45,123,0,156,45,5,14,24,2,238,47,62,79,50,,,,21600,40833,20000,2,0,0,2,16,11,0,7,0,16
98061,9/27/2024,,6L7E,SILVERDALE (6L7E),RCTG CO OLYMPIA (6L7),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB7E,W2AB70,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98405,9/27/2024,,6L4V,TACOMA MALL (6L4V),RCTG CO TACOMA (6L4),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB4V,W2AB40,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,23671,11811,11860,23671,23671,15714,2773,534,1135,281,903,2331,239,2092,1940,17249,1625,7960,315,9289,1870,166,419,756,529,15086,1264,3882,5610,4330,35838,35203,,31951,34562,30106,407,248,140,212,687,282,103,170,66,651
99743,9/27/2024,,6L6G,FAIRBANKS (6L6G),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6G,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,1106,599,507,1106,1106,850,33,25,27,0,0,171,0,171,158,745,152,355,6,390,158,0,55,60,43,617,25,165,238,189,28833,,,31518,49792,21020,22,21,6,25,29,33,41,0,5,1
98541,9/27/2024,,6L7O,OLYMPIA (6L7O),RCTG CO OLYMPIA (6L7),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB7Y,W2AB70,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,10858,5313,5545,10858,10858,10005,21,244,55,0,0,533,24,509,932,7484,903,3234,29,4250,932,100,221,496,115,6644,793,2612,2365,874,32500,35262,31042,29454,41082,20820,167,119,45,33,159,182,173,61,103,147
98026,9/27/2024,,6L1K,LYNNWOOD (6L1K),RCTG CO EVERETT (6L1),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB1K,W2AB10,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,38292,18687,19605,38292,38292,28435,979,272,4030,163,1307,3106,805,2301,2070,28849,1918,12699,152,16150,2070,30,502,843,695,26112,1023,5287,9174,10628,62580,61164,,46315,56586,38665,782,440,102,123,777,648,288,182,290,540
98850,9/27/2024,,6L5R,EAST WENATCHEE (6L5R),RCTG CO YAKIMA (6L5),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB5R,W2AB50,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,1688,824,864,1688,1688,1007,28,0,0,0,588,65,17,48,83,1167,82,583,1,584,83,6,13,64,0,1015,323,422,224,46,43092,43158,,24408,28438,20966,27,35,0,30,37,51,17,0,3,30
98446,9/27/2024,,6L4B,SPANAWAY (6L4B),RCTG CO TACOMA (6L4),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB4B,W2AB40,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,11945,5854,6091,11945,11945,9265,166,215,476,0,321,1502,531,971,1220,7660,1067,3378,153,4282,1220,62,480,480,198,7034,875,2123,2484,1552,59018,59487,,38129,44979,31043,102,96,32,22,184,177,119,2,43,128
98852,9/27/2024,,6L5R,EAST WENATCHEE (6L5R),RCTG CO YAKIMA (6L5),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB5R,W2AB50,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,20,7,13,20,20,20,0,0,0,0,0,0,0,0,0,14,0,7,0,7,0,0,0,0,0,14,0,7,1,6,,,,30208,,,0,0,0,0,0,0,0,0,0,0
98903,9/27/2024,,6L5W,YAKIMA (6L5W),RCTG CO YAKIMA (6L5),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB5W,W2AB50,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,15404,7924,7480,15404,15404,11945,15,430,227,0,2261,526,329,197,822,10875,813,5046,9,5829,813,65,301,287,160,9657,2059,2967,3113,1518,36544,36544,,29099,35935,24391,335,316,126,62,288,274,121,35,9,270
99682,9/27/2024,,6L6A,ANCHORAGE SOUTH (6L6A),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6A,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,531,346,185,531,531,101,0,340,12,4,5,69,26,43,23,391,23,255,0,136,23,3,7,8,5,366,3,192,133,38,,,,,,16667,25,1,4,8,1,7,8,4,0,5
98901,9/27/2024,,6L5W,YAKIMA (6L5W),RCTG CO YAKIMA (6L5),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB5W,W2AB50,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,31425,15885,15540,31425,31425,21860,781,916,251,82,6018,1517,1192,325,1297,20802,1033,10539,264,10263,1294,133,275,544,342,17366,5609,4212,4911,2634,40750,38167,,22545,27411,18520,927,548,212,384,722,727,553,162,198,670
99840,9/27/2024,,6L6B,ANCHORAGE NORTH (6L6B),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6B,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,1300,655,645,1300,1300,1027,58,59,34,0,3,119,6,113,53,1067,51,539,2,528,53,3,19,24,7,998,118,300,333,247,58438,57813,,35918,34185,36328,13,16,3,3,12,20,15,3,0,17
98074,9/27/2024,,6L2B,BELLEVUE (6L2B),RCTG CO SEATTLE (6L2),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB2B,W2AB20,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3S,SEATTLE MRS (9E3S),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13S,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,29349,14227,15122,29349,29349,17260,252,34,10244,62,86,1411,195,1216,684,19423,575,9591,109,9832,684,9,13,137,525,17977,359,975,2458,14185,101346,105486,50905,95086,141674,58720,772,280,89,107,319,925,202,121,101,227
99203,9/27/2024,,6L3O,SPOKANE VALLEY (6L3O),RCTG CO SPOKANE (6L3),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB3Y,W2AB30,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3K,SPOKANE MRS (9E3K),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13K,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,21359,10192,11167,21359,21359,19356,302,55,321,37,87,1201,221,980,1630,15159,1376,6427,254,8732,1630,10,157,524,939,13638,207,1342,3843,8246,56150,57000,,40655,50111,34744,406,157,105,211,421,293,168,65,135,269
99788,9/27/2024,,6L6G,FAIRBANKS (6L6G),RCTG CO ALASKA (6L6),USA RCTG BN SEATTLE (6L),USA 6TH RCTG BDE (6),US ARMY RECRUITING COMMAND (0A),W2AB6G,W2AB60,W2ABAA,W06WAA,W06QAA,9/27/2024,,9E3A,ANCHORAGE MRS (9E3A),SEATTLE MRCO (9E3),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B13A,W1B130,W1B1AA,W6QVAA,W06QAA,9/27/2024,,9E9X,WEST CRS (9E9X),6TH AMEDD CHAPLAIN RCTG CO (9E9),6TH MEDICAL RCTG BN (9E),MEDICAL RECRUITING BRIGADE (9),US ARMY RECRUITING COMMAND (0A),W1B19X,W1B1AA,W1B1AA,W6QVAA,W06QAA,118,75,43,118,118,25,0,93,0,0,0,0,0,0,17,74,17,41,0,33,17,2,0,15,0,66,6,25,16,19,,,,20625,,,0,0,0,0,2,0,6,0,0,0
