CMD,BDE,BN,CO,STN
USAREC,3RD BDE,5K - MINNEAPOLIS,5K1 - ST PAUL,5K1C - CAMBRIDGE
USAREC,3RD BDE,5K - MINNEAPOLIS,5K1 - ST PAUL,5K1E - BLAINE
USAREC,3RD BDE,5K - MINNEAPOLIS,5K1 - ST PAUL,5K1M - ROSEVILLE
USAREC,3RD BDE,5K - MINNEAPOLIS,5K1 - ST PAUL,5K1S - WOODBURY
USAREC,3RD BDE,5K - MINNEAPOLIS,5K2 - DAKOTA DISTRICT,5K2A - ABERDEEN
USAREC,3RD BDE,5K - MINNEAPOLIS,5K2 - DAKOTA DISTRICT,5K2E - FARGO
USAREC,3RD BDE,5K - MINNEAPOLIS,5K2 - DAKOTA DISTRICT,5K2F - GRAND FORKS
USAREC,3RD BDE,5K - MINNEAPOLIS,5K2 - DAKOTA DISTRICT,5K2G - RAPID CITY
USAREC,3RD BDE,5K - MINNEAPOLIS,5K2 - DAKOTA DISTRICT,5K2K - BISMARCK
USAREC,3RD BDE,5K - MINNEAPOLIS,5K2 - DAKOTA DISTRICT,5K2L - MINOT
USAREC,3RD BDE,5K - MINNEAPOLIS,5K2 - DAKOTA DISTRICT,5K2V - SIOUX FALLS
USAREC,3RD BDE,5K - MINNEAPOLIS,5K3 - NORTHERN IOWA,5K3B - SIOUX CITY
USAREC,3RD BDE,5K - MINNEAPOLIS,5K3 - NORTHERN IOWA,5K3D - FT DODGE
USAREC,3RD BDE,5K - MINNEAPOLIS,5K3 - NORTHERN IOWA,5K3L - MASON CITY
USAREC,3RD BDE,5K - MINNEAPOLIS,5K3 - NORTHERN IOWA,5K3T - CEDAR FALLS
USAREC,3RD BDE,5K - MINNEAPOLIS,5K4 - BRAINERD,5K4B - BRAINERD
USAREC,3RD BDE,5K - MINNEAPOLIS,5K4 - BRAINERD,5K4D - DULUTH
USAREC,3RD BDE,5K - MINNEAPOLIS,5K4 - BRAINERD,5K4E - BEMIDJI
USAREC,3RD BDE,5K - MINNEAPOLIS,5K4 - BRAINERD,5K4S - ST CLOUD
USAREC,3RD BDE,5K - MINNEAPOLIS,5K6 - MINNEAPOLIS,5K6C - SHAKOPEE
USAREC,3RD BDE,5K - MINNEAPOLIS,5K6 - MINNEAPOLIS,5K6F - PLYMOUTH
USAREC,3RD BDE,5K - MINNEAPOLIS,5K6 - MINNEAPOLIS,5K6H - BUFFALO
USAREC,3RD BDE,5K - MINNEAPOLIS,5K6 - MINNEAPOLIS,5K6L - RICHFIELD
USAREC,3RD BDE,5K - MINNEAPOLIS,5K6 - MINNEAPOLIS,5K6V - LAKEVILLE
USAREC,3RD BDE,5K - MINNEAPOLIS,5K7 - MANKATO,5K7E - MARSHALL
USAREC,3RD BDE,5K - MINNEAPOLIS,5K7 - MANKATO,5K7N - MANKATO
USAREC,3RD BDE,5K - MINNEAPOLIS,5K7 - MANKATO,5K7R - ROCHESTER
USAREC,3RD BDE,5K - MINNEAPOLIS,5K8 - DES MOINES,5K8D - AMES
USAREC,3RD BDE,5K - MINNEAPOLIS,5K8 - DES MOINES,5K8K - NORTH DES MOINES
USAREC,3RD BDE,5K - MINNEAPOLIS,5K8 - DES MOINES,5K8S - SOUTH DES MOINES
USAREC,3RD BDE,5K - MINNEAPOLIS,5K8 - DES MOINES,5K8W - OTTUMWA
USAREC,3RD BDE,5K - MINNEAPOLIS,5K9 - IOWA CITY,5K9D - BURLINGTON
USAREC,3RD BDE,5K - MINNEAPOLIS,5K9 - IOWA CITY,5K9G - DUBUQUE
USAREC,3RD BDE,5K - MINNEAPOLIS,5K9 - IOWA CITY,5K9K - QUAD CITIES
USAREC,3RD BDE,5K - MINNEAPOLIS,5K9 - IOWA CITY,5K9R - CEDAR RAPIDS
USAREC,3RD BDE,5N - NASHVILLE,5N1 - NASHVILLE,5N1B - COLUMBIA
USAREC,3RD BDE,5N - NASHVILLE,5N1 - NASHVILLE,5N1C - FRANKLIN
USAREC,3RD BDE,5N - NASHVILLE,5N1 - NASHVILLE,5N1D - MURFREESBORO
USAREC,3RD BDE,5N - NASHVILLE,5N1 - NASHVILLE,5N1G - GALLATIN
USAREC,3RD BDE,5N - NASHVILLE,5N1 - NASHVILLE,5N1J - MOUNT JULIET
USAREC,3RD BDE,5N - NASHVILLE,5N1 - NASHVILLE,5N1P - MADISON
USAREC,3RD BDE,5N - NASHVILLE,5N2 - JOHNSON CITY,5N2B - BRISTOL VA
USAREC,3RD BDE,5N - NASHVILLE,5N2 - JOHNSON CITY,5N2D - JOHNSON CITY
USAREC,3RD BDE,5N - NASHVILLE,5N2 - JOHNSON CITY,5N2E - KINGSPORT
USAREC,3RD BDE,5N - NASHVILLE,5N2 - JOHNSON CITY,5N2F - MORRISTOWN TN
USAREC,3RD BDE,5N - NASHVILLE,5N2 - JOHNSON CITY,5N2G - WISE
USAREC,3RD BDE,5N - NASHVILLE,5N2 - JOHNSON CITY,5N2H - PIKEVILLE
USAREC,3RD BDE,5N - NASHVILLE,5N2 - JOHNSON CITY,5N2T - GREENEVILLE
USAREC,3RD BDE,5N - NASHVILLE,5N3 - KNOXVILLE,5N3A - COOKEVILLE
USAREC,3RD BDE,5N - NASHVILLE,5N3 - KNOXVILLE,5N3E - KNOXVILLE EAST
USAREC,3RD BDE,5N - NASHVILLE,5N3 - KNOXVILLE,5N3P - KNOXVILLE WEST
USAREC,3RD BDE,5N - NASHVILLE,5N3 - KNOXVILLE,5N3S - MARYVILLE
USAREC,3RD BDE,5N - NASHVILLE,5N3 - KNOXVILLE,5N3V - OAK RIDGE
USAREC,3RD BDE,5N - NASHVILLE,5N5 - CLARKSVILLE,5N5C - CLARKSVILLE
USAREC,3RD BDE,5N - NASHVILLE,5N5 - CLARKSVILLE,5N5D - DICKSON
USAREC,3RD BDE,5N - NASHVILLE,5N5 - CLARKSVILLE,5N5M - PADUCAH
USAREC,3RD BDE,5N - NASHVILLE,5N5 - CLARKSVILLE,5N5P - PARIS
USAREC,3RD BDE,5N - NASHVILLE,5N5 - CLARKSVILLE,5N5S - HOPKINSVILLE
USAREC,3RD BDE,5N - NASHVILLE,5N6 - LOUISVILLE,5N6H - LOUISVILLE EAST
USAREC,3RD BDE,5N - NASHVILLE,5N6 - LOUISVILLE,5N6I - CLARKSVILLE IN
USAREC,3RD BDE,5N - NASHVILLE,5N6 - LOUISVILLE,5N6L - LAGRANGE
USAREC,3RD BDE,5N - NASHVILLE,5N6 - LOUISVILLE,5N6O - LOUISVILLE PRESTON
USAREC,3RD BDE,5N - NASHVILLE,5N6 - LOUISVILLE,5N6S - MADISON
USAREC,3RD BDE,5N - NASHVILLE,5N7 - ELIZABETHTOWN,5N7B - BOWLING GREEN
USAREC,3RD BDE,5N - NASHVILLE,5N7 - ELIZABETHTOWN,5N7H - ELIZABETHTOWN
USAREC,3RD BDE,5N - NASHVILLE,5N7 - ELIZABETHTOWN,5N7R - OWENSBORO
USAREC,3RD BDE,5N - NASHVILLE,5N8 - LEXINGTON,5N8C - SOMERSET
USAREC,3RD BDE,5N - NASHVILLE,5N8 - LEXINGTON,5N8E - LONDON
USAREC,3RD BDE,5N - NASHVILLE,5N8 - LEXINGTON,5N8F - FRANKFORT
USAREC,3RD BDE,5N - NASHVILLE,5N8 - LEXINGTON,5N8J - LEXINGTON E
USAREC,3RD BDE,5N - NASHVILLE,5N8 - LEXINGTON,5N8M - MOREHEAD
USAREC,3RD BDE,5N - NASHVILLE,5N8 - LEXINGTON,5N8V - RICHMOND
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C1 - MCKINNEY,4C1F - FRISCO
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C1 - MCKINNEY,4C1H - DENTON
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C1 - MCKINNEY,4C1K - MCKINNEY
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C1 - MCKINNEY,4C1L - LEWISVILLE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C1 - MCKINNEY,4C1M - GREENVILLE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C1 - MCKINNEY,4C1S - SHERMAN
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C2 - FT WORTH,4C2A - SOUTH FT WORTH
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C2 - FT WORTH,4C2F - BURLESON
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C2 - FT WORTH,4C2H - NORTH RICHLAND HILLS
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C2 - FT WORTH,4C2K - KELLER
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C2 - FT WORTH,4C2M - WEATHERFORD
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C2 - FT WORTH,4C2W - RIDGMAR
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C3 - PLANO,4C3A - GARLAND
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C3 - PLANO,4C3C - CARROLLTON
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C3 - PLANO,4C3D - EAST DALLAS
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C3 - PLANO,4C3M - MIDTOWN
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C3 - PLANO,4C3P - PLANO
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C3 - PLANO,4C3Q - MESQUITE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C3 - PLANO,4C3R - ROCKWALL
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C4 - TYLER,4C4A - ATHENS
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C4 - TYLER,4C4B - TERRELL
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C4 - TYLER,4C4L - LONGVIEW
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C4 - TYLER,4C4M - MT PLEASANT
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C4 - TYLER,4C4T - TYLER
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C5 - WACO,4C5C - COPPERAS COVE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C5 - WACO,4C5G - HARKER HEIGHTS
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C5 - WACO,4C5P - WACO
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C5 - WACO,4C5S - STEPHENVILLE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C5 - WACO,4C5T - TEMPLE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C6 - DALLAS,4C6B - CEDAR HILL
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C6 - DALLAS,4C6G - GRAND PRAIRIE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C6 - DALLAS,4C6H - WAXAHACHIE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C6 - DALLAS,4C6I - IRVING
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C6 - DALLAS,4C6M - MANSFIELD
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C6 - DALLAS,4C6O - OAK CLIFF
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C6 - DALLAS,4C6T - ARLINGTON
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C7 - ABILENE,4C7A - ABILENE
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C7 - ABILENE,4C7B - BROWNWOOD
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C7 - ABILENE,4C7M - MIDLAND
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C7 - ABILENE,4C7O - ODESSA
USAREC,5TH BDE,4C - DALLAS-FORT WORTH,4C7 - ABILENE,4C7S - SAN ANGELO
USAREC,5TH BDE,4D - DENVER,4D1 - CHEYENNE,4D1E - LARAMIE
USAREC,5TH BDE,4D - DENVER,4D1 - CHEYENNE,4D1F - FT COLLINS
USAREC,5TH BDE,4D - DENVER,4D1 - CHEYENNE,4D1G - GREELEY
USAREC,5TH BDE,4D - DENVER,4D1 - CHEYENNE,4D1H - CHEYENNE
USAREC,5TH BDE,4D - DENVER,4D1 - CHEYENNE,4D1L - LOVELAND
USAREC,5TH BDE,4D - DENVER,4D1 - CHEYENNE,4D1V - SCOTTSBLUFF
USAREC,5TH BDE,4D - DENVER,4D2 - WHEAT RIDGE,4D2A - LAKEWOOD
USAREC,5TH BDE,4D - DENVER,4D2 - WHEAT RIDGE,4D2D - BOULDER
USAREC,5TH BDE,4D - DENVER,4D2 - WHEAT RIDGE,4D2G - GOLDEN
USAREC,5TH BDE,4D - DENVER,4D2 - WHEAT RIDGE,4D2M - LONGMONT
USAREC,5TH BDE,4D - DENVER,4D2 - WHEAT RIDGE,4D2N - PARK MEADOWS
USAREC,5TH BDE,4D - DENVER,4D2 - WHEAT RIDGE,4D2W - WESTMINSTER
USAREC,5TH BDE,4D - DENVER,4D3 - COL SPRINGS,4D3A - PUEBLO
USAREC,5TH BDE,4D - DENVER,4D3 - COL SPRINGS,4D3C - CANON CITY
USAREC,5TH BDE,4D - DENVER,4D3 - COL SPRINGS,4D3M - CITADEL
USAREC,5TH BDE,4D - DENVER,4D3 - COL SPRINGS,4D3R - POWERS
USAREC,5TH BDE,4D - DENVER,4D3 - COL SPRINGS,4D3S - COL SPRING NE
USAREC,5TH BDE,4D - DENVER,4D3 - COL SPRINGS,4D3W - SECURITY
USAREC,5TH BDE,4D - DENVER,4D4 - OMAHA,4D4A - BELLEVUE
USAREC,5TH BDE,4D - DENVER,4D4 - OMAHA,4D4B - COUNCIL BLUFFS
USAREC,5TH BDE,4D - DENVER,4D4 - OMAHA,4D4C - CENTRAL OMAHA
USAREC,5TH BDE,4D - DENVER,4D4 - OMAHA,4D4M - MILLARD
USAREC,5TH BDE,4D - DENVER,4D4 - OMAHA,4D4N - NORTH OMAHA
USAREC,5TH BDE,4D - DENVER,4D5 - GRAND ISLAND,4D5C - NORFOLK
USAREC,5TH BDE,4D - DENVER,4D5 - GRAND ISLAND,4D5E - LINCOLN NORTH
USAREC,5TH BDE,4D - DENVER,4D5 - GRAND ISLAND,4D5G - GRAND ISLAND
USAREC,5TH BDE,4D - DENVER,4D5 - GRAND ISLAND,4D5H - KEARNEY
USAREC,5TH BDE,4D - DENVER,4D5 - GRAND ISLAND,4D5N - NORTH PLATTE
USAREC,5TH BDE,4D - DENVER,4D5 - GRAND ISLAND,4D5S - LINCOLN SOUTH
USAREC,5TH BDE,4D - DENVER,4D6 - ARAPAHOE,4D6A - THORNTON
USAREC,5TH BDE,4D - DENVER,4D6 - ARAPAHOE,4D6B - BRIGHTON
USAREC,5TH BDE,4D - DENVER,4D6 - ARAPAHOE,4D6C - DENVER
USAREC,5TH BDE,4D - DENVER,4D6 - ARAPAHOE,4D6D - AURORA
USAREC,5TH BDE,4D - DENVER,4D6 - ARAPAHOE,4D6H - ARAPAHOE
USAREC,5TH BDE,4D - DENVER,4D6 - ARAPAHOE,4D6P - PARKER
USAREC,5TH BDE,4D - DENVER,4D7 - WESTERN SLOPE,4D7E - DURANGO
USAREC,5TH BDE,4D - DENVER,4D7 - WESTERN SLOPE,4D7G - GLENWOOD SPRINGS
USAREC,5TH BDE,4D - DENVER,4D7 - WESTERN SLOPE,4D7J - GRAND JUNCTION
USAREC,5TH BDE,4D - DENVER,4D7 - WESTERN SLOPE,4D7M - MONTROSE
USAREC,5TH BDE,4E - HOUSTON,4E1 - BEAUMONT,4E1B - BAYTOWN
USAREC,5TH BDE,4E - HOUSTON,4E1 - BEAUMONT,4E1D - CROSSROADS
USAREC,5TH BDE,4E - HOUSTON,4E1 - BEAUMONT,4E1N - NORTH SHORE
USAREC,5TH BDE,4E - HOUSTON,4E1 - BEAUMONT,4E1R - ORANGE
USAREC,5TH BDE,4E - HOUSTON,4E1 - BEAUMONT,4E1W - PORT ARTHUR
USAREC,5TH BDE,4E - HOUSTON,4E2 - HOUSTON SOUTH,4E2L - LAKE JACKSON
USAREC,5TH BDE,4E - HOUSTON,4E2 - HOUSTON SOUTH,4E2M - MISSOURI CITY
USAREC,5TH BDE,4E - HOUSTON,4E2 - HOUSTON SOUTH,4E2P - PEARLAND
USAREC,5TH BDE,4E - HOUSTON,4E2 - HOUSTON SOUTH,4E2R - ROSENBERG
USAREC,5TH BDE,4E - HOUSTON,4E2 - HOUSTON SOUTH,4E2S - SHARPSTOWN
USAREC,5TH BDE,4E - HOUSTON,4E3 - HOUSTON NORTH,4E3F - TOMBALL
USAREC,5TH BDE,4E - HOUSTON,4E3 - HOUSTON NORTH,4E3L - WOODLANDS
USAREC,5TH BDE,4E - HOUSTON,4E3 - HOUSTON NORTH,4E3N - HUMBLE
USAREC,5TH BDE,4E - HOUSTON,4E3 - HOUSTON NORTH,4E3S - SPRING
USAREC,5TH BDE,4E - HOUSTON,4E3 - HOUSTON NORTH,4E3T - KLEIN
USAREC,5TH BDE,4E - HOUSTON,4E4 - HOUSTON WEST,4E4C - COLLEGE STATION
USAREC,5TH BDE,4E - HOUSTON,4E4 - HOUSTON WEST,4E4F - BRENHAM
USAREC,5TH BDE,4E - HOUSTON,4E4 - HOUSTON WEST,4E4J - CYPRESS
USAREC,5TH BDE,4E - HOUSTON,4E4 - HOUSTON WEST,4E4K - KATY
USAREC,5TH BDE,4E - HOUSTON,4E5 - HUNTSVILLE,4E5A - HUNTSVILLE
USAREC,5TH BDE,4E - HOUSTON,4E5 - HUNTSVILLE,4E5C - CONROE
USAREC,5TH BDE,4E - HOUSTON,4E5 - HUNTSVILLE,4E5G - NACOGDOCHES
USAREC,5TH BDE,4E - HOUSTON,4E5 - HUNTSVILLE,4E5L - LUFKIN
USAREC,5TH BDE,4E - HOUSTON,4E5 - HUNTSVILLE,4E5S - CLEVELAND
USAREC,5TH BDE,4E - HOUSTON,4E7 - BAYBROOK,4E7B - BAYBROOK
USAREC,5TH BDE,4E - HOUSTON,4E7 - BAYBROOK,4E7D - PASADENA
USAREC,5TH BDE,4E - HOUSTON,4E7 - BAYBROOK,4E7G - GULFGATE
USAREC,5TH BDE,4E - HOUSTON,4E7 - BAYBROOK,4E7L - LEAGUE CITY
USAREC,5TH BDE,4E - HOUSTON,4E8 - HOUSTON CENTRAL,4E8A - ALIEF
USAREC,5TH BDE,4E - HOUSTON,4E8 - HOUSTON CENTRAL,4E8B - BEAR CREEK
USAREC,5TH BDE,4E - HOUSTON,4E8 - HOUSTON CENTRAL,4E8G - YALE
USAREC,5TH BDE,4E - HOUSTON,4E8 - HOUSTON CENTRAL,4E8M - GALLERIA
USAREC,5TH BDE,4E - HOUSTON,4E8 - HOUSTON CENTRAL,4E8W - WILLOWBROOK
USAREC,5TH BDE,4G - KANSAS CITY,4G1 - GREATER KC,4G1B - GRANDVIEW
USAREC,5TH BDE,4G - KANSAS CITY,4G1 - GREATER KC,4G1L - LENEXA
USAREC,5TH BDE,4G - KANSAS CITY,4G1 - GREATER KC,4G1N - WARRENSBURG
USAREC,5TH BDE,4G - KANSAS CITY,4G1 - GREATER KC,4G1O - OVERLAND PARK
USAREC,5TH BDE,4G - KANSAS CITY,4G1 - GREATER KC,4G1S - SEDALIA
USAREC,5TH BDE,4G - KANSAS CITY,4G2 - CAPE GIRARDEAU,4G2C - CARBONDALE
USAREC,5TH BDE,4G - KANSAS CITY,4G2 - CAPE GIRARDEAU,4G2D - CAPE GIRARDEAU
USAREC,5TH BDE,4G - KANSAS CITY,4G2 - CAPE GIRARDEAU,4G2F - FARMINGTON
USAREC,5TH BDE,4G - KANSAS CITY,4G2 - CAPE GIRARDEAU,4G2M - MARION
USAREC,5TH BDE,4G - KANSAS CITY,4G2 - CAPE GIRARDEAU,4G2N - FESTUS
USAREC,5TH BDE,4G - KANSAS CITY,4G2 - CAPE GIRARDEAU,4G2P - POPLAR BLUFF
USAREC,5TH BDE,4G - KANSAS CITY,4G3 - JOPLIN,4G3B - BOLIVAR
USAREC,5TH BDE,4G - KANSAS CITY,4G3 - JOPLIN,4G3H - BRANSON
USAREC,5TH BDE,4G - KANSAS CITY,4G3 - JOPLIN,4G3K - JOPLIN
USAREC,5TH BDE,4G - KANSAS CITY,4G3 - JOPLIN,4G3P - PITTSBURG
USAREC,5TH BDE,4G - KANSAS CITY,4G3 - JOPLIN,4G3R - SPRINGFIELD NORTH
USAREC,5TH BDE,4G - KANSAS CITY,4G3 - JOPLIN,4G3S - SPRINGFIELD SOUTH
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4A - NORTHLAND
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4B - LIBERTY
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4C - LEGENDS
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4I - INDEPENDENCE
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4L - LEAVENWORTH
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4P - CHILLICOTHE
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4S - BLUE SPRINGS
USAREC,5TH BDE,4G - KANSAS CITY,4G4 - LIBERTY,4G4T - ST JOSEPH
USAREC,5TH BDE,4G - KANSAS CITY,4G6 - MANHATTAN KS,4G6H - HAYS
USAREC,5TH BDE,4G - KANSAS CITY,4G6 - MANHATTAN KS,4G6L - LAWRENCE
USAREC,5TH BDE,4G - KANSAS CITY,4G6 - MANHATTAN KS,4G6M - MANHATTAN
USAREC,5TH BDE,4G - KANSAS CITY,4G6 - MANHATTAN KS,4G6S - SALINA
USAREC,5TH BDE,4G - KANSAS CITY,4G6 - MANHATTAN KS,4G6T - TOPEKA
USAREC,5TH BDE,4G - KANSAS CITY,4G8 - ST LOUIS,4G8E - SOUTH COUNTY
USAREC,5TH BDE,4G - KANSAS CITY,4G8 - ST LOUIS,4G8G - NORTH COUNTY
USAREC,5TH BDE,4G - KANSAS CITY,4G8 - ST LOUIS,4G8P - METRO ST LOUIS
USAREC,5TH BDE,4G - KANSAS CITY,4G8 - ST LOUIS,4G8S - BRIDGETON
USAREC,5TH BDE,4G - KANSAS CITY,4G8 - ST LOUIS,4G8W - WEST COUNTY
USAREC,5TH BDE,4G - KANSAS CITY,4G9 - MID-MISSOURI,4G9C - ST ROBERT
USAREC,5TH BDE,4G - KANSAS CITY,4G9 - MID-MISSOURI,4G9E - ROLLA
USAREC,5TH BDE,4G - KANSAS CITY,4G9 - MID-MISSOURI,4G9J - JEFFERSON CITY
USAREC,5TH BDE,4G - KANSAS CITY,4G9 - MID-MISSOURI,4G9S - ST PETERS
USAREC,5TH BDE,4G - KANSAS CITY,4G9 - MID-MISSOURI,4G9T - WENTZVILLE
USAREC,5TH BDE,4G - KANSAS CITY,4G9 - MID-MISSOURI,4G9V - WASHINGTON
USAREC,5TH BDE,4G - KANSAS CITY,4G9 - MID-MISSOURI,4G9W - COLUMBIA
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J1 - AMARILLO,4J1A - AMARILLO DT
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J1 - AMARILLO,4J1C - CLOVIS
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J1 - AMARILLO,4J1D - DUMAS
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J1 - AMARILLO,4J1L - LIBERAL
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J1 - AMARILLO,4J1S - LUBBOCK
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J2 - OK CITY WEST,4J2C - WEATHERFORD
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J2 - OK CITY WEST,4J2E - OKLAHOMA CTY NW
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J2 - OK CITY WEST,4J2F - ENID
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J2 - OK CITY WEST,4J2L - LAWTON
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J2 - OK CITY WEST,4J2N - STILLWATER
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J2 - OK CITY WEST,4J2S - MEMORIAL
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J2 - OK CITY WEST,4J2W - WICHITA FALLS
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J3 - OK CITY EAST,4J3A - ARDMORE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J3 - OK CITY EAST,4J3J - MIDWEST CITY
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J3 - OK CITY EAST,4J3M - MCALESTER
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J3 - OK CITY EAST,4J3P - MOORE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J3 - OK CITY EAST,4J3S - SHAWNEE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J3 - OK CITY EAST,4J3T - NORMAN
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J4 - TULSA,4J4C - CLAREMORE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J4 - TULSA,4J4D - BARTLESVILLE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J4 - TULSA,4J4H - SAND SPRINGS
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J4 - TULSA,4J4N - MUSKOGEE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J4 - TULSA,4J4P - OWASSO
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J4 - TULSA,4J4V - TULSA SOUTH
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J5 - TEXARKANA,4J5B - PINE BLUFF
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J5 - TEXARKANA,4J5C - TEXARKANA
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J5 - TEXARKANA,4J5G - HOT SPRINGS
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J5 - TEXARKANA,4J5K - EL DORADO
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J5 - TEXARKANA,4J5Q - PARIS
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J6 - FT SMITH,4J6A - RUSSELLVILLE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J6 - FT SMITH,4J6C - FORT SMITH
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J6 - FT SMITH,4J6D - HARRISON
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J6 - FT SMITH,4J6E - FAYETTEVILLE NE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J6 - FT SMITH,4J6F - FAYETTEVILLE SW
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J6 - FT SMITH,4J6M - MOUNTAIN HOME
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J6 - FT SMITH,4J6R - ROGERS
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J7 - LITTLE ROCK,4J7A - BATESVILLE
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J7 - LITTLE ROCK,4J7B - NORTH LITTLE ROCK
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J7 - LITTLE ROCK,4J7C - CONWAY
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J7 - LITTLE ROCK,4J7E - SOUTH LITTLE ROCK
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J7 - LITTLE ROCK,4J7K - MARION
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J7 - LITTLE ROCK,4J7N - JONESBORO
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J7 - LITTLE ROCK,4J7S - SEARCY
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J8 - WICHITA,4J8D - DODGE CITY
USAREC,5TH BDE,4J - OKLAHOMA CITY,4J8 - WICHITA,4J8K - HUTCHINSON
