CMD,BDE,BN,CO,STN
USAREC,6TH BDE,6L - SEATTLE,6L7 - OLYMPIA,6L7L - LACEY
USAREC,6TH BDE,6L - SEATTLE,6L7 - OLYMPIA,6L7N - CHEHALIS
USAREC,6TH BDE,6L - SEATTLE,6L7 - OLYMPIA,6L7O - OLYMPIA
USAREC,6TH BDE,6N - CENTCAL,6N1 - FRESNO,6N1A - CLOVIS
USAREC,6TH BDE,6N - CENTCAL,6N1 - FRESNO,6N1C - MERCED
USAREC,6TH BDE,6N - CENTCAL,6N1 - FRESNO,6N1F - FRESNO
USAREC,6TH BDE,6N - CENTCAL,6N1 - FRESNO,6N1H - HANFORD
USAREC,6TH BDE,6N - CENTCAL,6N1 - FRESNO,6N1M - MADERA
USAREC,6TH BDE,6N - CENTCAL,6N1 - FRESNO,6N1R - VISALIA
USAREC,6TH BDE,6N - CENTCAL,6N1 - FRESNO,6N1S - SELMA
USAREC,6TH BDE,6N - CENTCAL,6N2 - BAKERSFIELD,6N2A - BAKERSFIELD WEST
USAREC,6TH BDE,6N - CENTCAL,6N2 - BAKERSFIELD,6N2B - BAKERSFIELD EAST
USAREC,6TH BDE,6N - CENTCAL,6N2 - BAKERSFIELD,6N2C - RIDGECREST
USAREC,6TH BDE,6N - CENTCAL,6N2 - BAKERSFIELD,6N2O - DELANO
USAREC,6TH BDE,6N - CENTCAL,6N2 - BAKERSFIELD,6N2P - PORTERVILLE
USAREC,6TH BDE,6N - CENTCAL,6N6 - GOLD COAST,6N6B - GOLETA
USAREC,6TH BDE,6N - CENTCAL,6N6 - GOLD COAST,6N6G - SAN LUIS OBISPO
USAREC,6TH BDE,6N - CENTCAL,6N6 - GOLD COAST,6N6L - LOMPOC
USAREC,6TH BDE,6N - CENTCAL,6N6 - GOLD COAST,6N6N - SANTA MARIA
USAREC,6TH BDE,6N - CENTCAL,6N6 - GOLD COAST,6N6P - PASO ROBLES
USAREC,6TH BDE,6N - CENTCAL,6N7 - SOUTH BAY,6N7B - SAN MATEO
USAREC,6TH BDE,6N - CENTCAL,6N7 - SOUTH BAY,6N7D - DALY CITY
USAREC,6TH BDE,6N - CENTCAL,6N7 - SOUTH BAY,6N7G - MOUNTAIN VIEW
USAREC,6TH BDE,6N - CENTCAL,6N7 - SOUTH BAY,6N7M - GOLDEN GATE
USAREC,6TH BDE,6N - CENTCAL,6N8 - EAST BAY,6N8A - ALAMEDA
USAREC,6TH BDE,6N - CENTCAL,6N8 - EAST BAY,6N8D - BRENTWOOD
USAREC,6TH BDE,6N - CENTCAL,6N8 - EAST BAY,6N8F - FREMONT
USAREC,6TH BDE,6N - CENTCAL,6N8 - EAST BAY,6N8H - PLEASANT HILL
USAREC,6TH BDE,6N - CENTCAL,6N8 - EAST BAY,6N8I - HAYWARD
USAREC,6TH BDE,6N - CENTCAL,6N8 - EAST BAY,6N8L - LIVERMORE
USAREC,6TH BDE,6N - CENTCAL,6N8 - EAST BAY,6N8R - RICHMOND
USAREC,6TH BDE,6N - CENTCAL,6N9 - MONTEREY BAY,6N9A - ALMADEN
USAREC,6TH BDE,6N - CENTCAL,6N9 - MONTEREY BAY,6N9C - CAPITOLA
USAREC,6TH BDE,6N - CENTCAL,6N9 - MONTEREY BAY,6N9D - GILROY
USAREC,6TH BDE,6N - CENTCAL,6N9 - MONTEREY BAY,6N9E - SEASIDE
USAREC,6TH BDE,6N - CENTCAL,6N9 - MONTEREY BAY,6N9M - SAN JOSE EAST
USAREC,6TH BDE,6N - CENTCAL,6N9 - MONTEREY BAY,6N9S - SALINAS
USAREC,6TH BDE,6N - CENTCAL,6N9 - MONTEREY BAY,6N9W - SANTA CLARA
