rsid,display_name,echelon,parent_rsid,uic
6I1S,6I1S - MEDFORD,STN,6I1,
6I3,6I3 - SACRAMENTO VALLEY,CO,6I,
6I3F,6I3F - FOLSOM,STN,6I3,
6I3G,6I3G - ROSEVILLE,STN,6I3,
6I3H,6I3H - YUBA CITY,STN,6I3,
6I3N,6I3N - AUBURN,STN,6I3,
6I3P,6I3P - PLACERVILLE,STN,6I3,
6I3V,6I3V - FAIR OAKS CA,STN,6I3,
6I4,6I4 - SAN JOAQUIN,CO,6I,
6I4J,6I4J - MODESTO,STN,6I4,
6I4M,6I4M - MANTECA,STN,6I4,
6I4S,6I4S - SONORA,STN,6I4,
6I4T,6I4T - TURLOCK,STN,6I4,
6I4V,6I4V - STOCKTON,STN,6I4,
6I5,6I5 - CAPITAL,CO,6I,
6I5A,6I5A - SACRAMENTO NORTH,STN,6I5,
6I5F,6I5F - SACRAMENTO SOUTH,STN,6I5,
6I5G,6I5G - ELK GROVE,STN,6I5,
6I5W,6I5W - WOODLAND,STN,6I5,
6I6,6I6 - NORTH BAY,CO,6I,
6I6F,6I6F - FAIRFIELD,STN,6I6,
6I6M,6I6M - SANTA ROSA,STN,6I6,
6I6N,6I6N - NOVATO,STN,6I6,
6I6P,6I6P - UKIAH,STN,6I6,
6I6S,6I6S - AMERICAN CANYON,STN,6I6,
6I6V,6I6V - VACAVILLE,STN,6I6,
6J,6J - MOUNTAIN WEST,BN,6,
6J1,6J1 - OGDEN,CO,6J,
6J1F,6J1F - IDAHO FALLS,STN,6J1,
6J1L,6J1L - OGDEN,STN,6J1,
6J1N,6J1N - LOGAN,STN,6J1,
6J1P,6J1P - POCATELLO,STN,6J1,
6J1R,6J1R - CLEARFIELD,STN,6J1,
6J1S,6J1S - ROCK SPRINGS,STN,6J1,
6J2,6J2 - SALT LAKE,CO,6J,
6J2B,6J2B - TAYLORSVILLE,STN,6J2,
6J2F,6J2F - PROVO,STN,6J2,
6J2H,6J2H - WEST JORDAN,STN,6J2,
6J2M,6J2M - AMERICAN FORK,STN,6J2,
6J2R,6J2R - SANDY,STN,6J2,
6J2W,6J2W - MURRAY,STN,6J2,
6J3,6J3 - MISSOULA,CO,6J,
6J3D,6J3D - BUTTE,STN,6J3,
6J3G,6J3G - GREAT FALLS,STN,6J3,
6J3M,6J3M - MISSOULA,STN,6J3,
6J3P,6J3P - HELENA,STN,6J3,
6J3W,6J3W - KALISPELL,STN,6J3,
6J4,6J4 - BOISE,CO,6J,
6J4A,6J4A - MERIDIAN,STN,6J4,
6J4B,6J4B - BOISE,STN,6J4,
6J4F,6J4F - ONTARIO,STN,6J4,
6J4L,6J4L - ELKO,STN,6J4,
6J4N,6J4N - NAMPA,STN,6J4,
6J4T,6J4T - TWIN FALLS,STN,6J4,
6J6,6J6 - LAS VEGAS,CO,6J,
6J6C,6J6C - CENTENNIAL HILLS,STN,6J6,
6J6D,6J6D - DECATUR,STN,6J6,
6J6G,6J6G - GREEN VALLEY,STN,6J6,
6J6L,6J6L - LIBERTY,STN,6J6,
6J6M,6J6M - SAHARA,STN,6J6,
6J6N,6J6N - NELLIS,STN,6J6,
6J6P,6J6P - SPRING VALLEY,STN,6J6,
6J6S,6J6S - ST GEORGE,STN,6J6,
6J9,6J9 - BIG HORN,CO,6J,
6J9A,6J9A - CASPER,STN,6J9,
6J9B,6J9B - BILLINGS,STN,6J9,
6J9C,6J9C - CODY,STN,6J9,
6J9D,6J9D - BOZEMAN,STN,6J9,
6J9G,6J9G - GILLETTE,STN,6J9,
6K,6K - SOUTHERN CAL,BN,6,
6K1,6K1 - REDLANDS,CO,6K,
6K1A,6K1A - BARSTOW,STN,6K1,
6K1D,6K1D - REDLANDS,STN,6K1,
6K1H,6K1H - HESPERIA,STN,6K1,
6K1I,6K1I - PALM DESERT,STN,6K1,
6K1S,6K1S - SAN BERNARDINO,STN,6K1,
6K1T,6K1T - YUCCA VALLEY,STN,6K1,
6K1V,6K1V - VICTORVILLE,STN,6K1,
6K2,6K2 - HUNTINGTON BEACH,CO,6K,
6K2B,6K2B - TUSTIN,STN,6K2,
6K2H,6K2H - HUNTINGTON BEACH,STN,6K2,
6K2L,6K2L - LAKE FOREST,STN,6K2,
6K2M,6K2M - MISSION VIEJO,STN,6K2,
6K3,6K3 - ANAHEIM,CO,6K,
6K3A,6K3A - ANAHEIM,STN,6K3,
6K3B,6K3B - BREA,STN,6K3,
6K3C,6K3C - CYPRESS,STN,6K3,
6K3G,6K3G - WESTMINSTER,STN,6K3,
6K3O,6K3O - ORANGE,STN,6K3,
6K4,6K4 - SAN DIEGO SOUTH,CO,6K,
6K4A,6K4A - IMPERIAL BEACH,STN,6K4,
6K4C,6K4C - NATIONAL CITY,STN,6K4,
6K4D,6K4D - CHULA VISTA,STN,6K4,
6K4H,6K4H - EL CAJON,STN,6K4,
6K4K,6K4K - EL CENTRO,STN,6K4,
6K4U,6K4U - UNIVERSITY,STN,6K4,
6K6,6K6 - TEMECULA,CO,6K,
6K6A,6K6A - HEMET,STN,6K6,
6K6B,6K6B - MENIFEE,STN,6K6,
6K6C,6K6C - MORENO VALLEY,STN,6K6,
6K6G,6K6G - TEMECULA,STN,6K6,
6K6M,6K6M - MURRIETA,STN,6K6,
6K7,6K7 - RIVERSIDE,CO,6K,
6K7A,6K7A - FONTANA,STN,6K7,
6K7B,6K7B - CHINO HILLS,STN,6K7,
6K7C,6K7C - CORONA,STN,6K7,
6K7N,6K7N - RIVERSIDE,STN,6K7,
6K7U,6K7U - UPLAND,STN,6K7,
6K8,6K8 - SAN DIEGO NORTH,CO,6K,
6K8B,6K8B - KEARNY MESA,STN,6K8,
6K8E,6K8E - ESCONDIDO,STN,6K8,
6K8O,6K8O - OCEANSIDE,STN,6K8,
6K8P,6K8P - POWAY,STN,6K8,
6K8S,6K8S - MIRA MESA,STN,6K8,
6K8V,6K8V - VISTA,STN,6K8,
6L,6L - SEATTLE,BN,6,
6L1,6L1 - EVERETT,CO,6L,
6L1D,6L1D - BELLINGHAM,STN,6L1,
6L1G,6L1G - EVERETT,STN,6L1,
6L1K,6L1K - LYNNWOOD,STN,6L1,
6L1M,6L1M - MONROE,STN,6L1,
6L1N,6L1N - BURLINGTON,STN,6L1,
6L2,6L2 - SEATTLE,CO,6L,
6L2B,6L2B - BELLEVUE,STN,6L2,
6L2C,6L2C - NORTH SEATTLE,STN,6L2,
6L2F,6L2F - TUKWILA,STN,6L2,
6L2K,6L2K - KENT,STN,6L2,
6L3,6L3 - SPOKANE,CO,6L,
6L3D,6L3D - HAYDEN,STN,6L3,
6L3L,6L3L - LEWISTON,STN,6L3,
6L3O,6L3O - SPOKANE VALLEY,STN,6L3,
6L3R,6L3R - SPOKANE NORTH,STN,6L3,
6L3W,6L3W - CHENEY,STN,6L3,
6L4,6L4 - TACOMA,CO,6L,
6L4A,6L4A - AUBURN,STN,6L4,
6L4B,6L4B - SPANAWAY,STN,6L4,
6L4P,6L4P - PUYALLUP,STN,6L4,
6L4V,6L4V - TACOMA MALL,STN,6L4,
6L5,6L5 - YAKIMA,CO,6L,
6L5C,6L5C - WALLA WALLA,STN,6L5,
6L5H,6L5H - KENNEWICK,STN,6L5,
6L5M,6L5M - MOSES LAKE,STN,6L5,
6L5R,6L5R - EAST WENATCHEE,STN,6L5,
6L5W,6L5W - YAKIMA,STN,6L5,
6L6,6L6 - ALASKA,CO,6L,
6L6A,6L6A - ANCHORAGE SOUTH,STN,6L6,
6L6B,6L6B - ANCHORAGE NORTH,STN,6L6,
6L6E,6L6E - WASILLA,STN,6L6,
6L6G,6L6G - FAIRBANKS,STN,6L6,
6L6S,6L6S - SOLDOTNA,STN,6L6,
6L7,6L7 - OLYMPIA,CO,6L,
6L7E,6L7E - SILVERDALE,STN,6L7,
6L7F,6L7F - GIG HARBOR,STN,6L7,
6L7L,6L7L - LACEY,STN,6L7,
6L7N,6L7N - CHEHALIS,STN,6L7,
6L7O,6L7O - OLYMPIA,STN,6L7,
6N,6N - CENTCAL,BN,6,
6N1,6N1 - FRESNO,CO,6N,
6N1A,6N1A - CLOVIS,STN,6N1,
6N1C,6N1C - MERCED,STN,6N1,
6N1F,6N1F - FRESNO,STN,6N1,
6N1H,6N1H - HANFORD,STN,6N1,
6N1M,6N1M - MADERA,STN,6N1,
6N1R,6N1R - VISALIA,STN,6N1,
6N1S,6N1S - SELMA,STN,6N1,
6N2,6N2 - BAKERSFIELD,CO,6N,
6N2A,6N2A - BAKERSFIELD WEST,STN,6N2,
6N2B,6N2B - BAKERSFIELD EAST,STN,6N2,
6N2C,6N2C - RIDGECREST,STN,6N2,
6N2O,6N2O - DELANO,STN,6N2,
6N2P,6N2P - PORTERVILLE,STN,6N2,
6N6,6N6 - GOLD COAST,CO,6N,
6N6B,6N6B - GOLETA,STN,6N6,
6N6G,6N6G - SAN LUIS OBISPO,STN,6N6,
6N6L,6N6L - LOMPOC,STN,6N6,
6N6N,6N6N - SANTA MARIA,STN,6N6,
6N6P,6N6P - PASO ROBLES,STN,6N6,
6N7,6N7 - SOUTH BAY,CO,6N,
6N7B,6N7B - SAN MATEO,STN,6N7,
6N7D,6N7D - DALY CITY,STN,6N7,
6N7G,6N7G - MOUNTAIN VIEW,STN,6N7,
6N7M,6N7M - GOLDEN GATE,STN,6N7,
6N8,6N8 - EAST BAY,CO,6N,
6N8A,6N8A - ALAMEDA,STN,6N8,
6N8D,6N8D - BRENTWOOD,STN,6N8,
6N8F,6N8F - FREMONT,STN,6N8,
6N8H,6N8H - PLEASANT HILL,STN,6N8,
6N8I,6N8I - HAYWARD,STN,6N8,
6N8L,6N8L - LIVERMORE,STN,6N8,
6N8R,6N8R - RICHMOND,STN,6N8,
6N9,6N9 - MONTEREY BAY,CO,6N,
6N9A,6N9A - ALMADEN,STN,6N9,
6N9C,6N9C - CAPITOLA,STN,6N9,
6N9D,6N9D - GILROY,STN,6N9,
6N9E,6N9E - SEASIDE,STN,6N9,
6N9M,6N9M - SAN JOSE EAST,STN,6N9,
6N9S,6N9S - SALINAS,STN,6N9,
6N9W,6N9W - SANTA CLARA,STN,6N9,
