2025-11-17T21:42:38: INFO:     127.0.0.1:52691 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T21:42:38: INFO:     127.0.0.1:52692 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T21:45:39: INFO:     127.0.0.1:52760 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T21:48:18: INFO:     127.0.0.1:52795 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T21:48:18: INFO:     127.0.0.1:52796 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T21:48:18: INFO:     127.0.0.1:52797 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T21:48:18: INFO:     127.0.0.1:52798 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T21:49:14: INFO:     127.0.0.1:52803 - "GET /api/v2/events/performance HTTP/1.1" 200 OK
2025-11-17T21:49:14: INFO:     127.0.0.1:52804 - "GET /api/v2/events/performance HTTP/1.1" 200 OK
2025-11-17T21:55:38: INFO:     127.0.0.1:52886 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T21:55:38: INFO:     127.0.0.1:52887 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T21:58:26: INFO:     127.0.0.1:52931 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T21:58:26: INFO:     127.0.0.1:52932 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T21:58:26: INFO:     127.0.0.1:52933 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T21:58:26: INFO:     127.0.0.1:52930 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T21:58:26: INFO:     127.0.0.1:52935 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T21:58:26: INFO:     127.0.0.1:52934 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T21:58:26: INFO:     127.0.0.1:52931 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T21:58:26: INFO:     127.0.0.1:52932 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T21:58:39: INFO:     127.0.0.1:52938 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T21:58:39: INFO:     127.0.0.1:52939 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T21:58:39: INFO:     127.0.0.1:52940 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T21:58:39: INFO:     127.0.0.1:52941 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T21:58:39: INFO:     127.0.0.1:52943 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T21:58:39: INFO:     127.0.0.1:52942 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T21:58:39: INFO:     127.0.0.1:52939 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T21:58:39: INFO:     127.0.0.1:52944 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T21:58:45: INFO:     127.0.0.1:52955 - "GET /api/v2/market-potential?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T21:58:45: INFO:     127.0.0.1:52956 - "GET /api/v2/market-potential?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T21:58:54: INFO:     127.0.0.1:52959 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T21:58:54: INFO:     127.0.0.1:52960 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T21:59:05: INFO:     127.0.0.1:52962 - "GET /api/v2/dod-comparison?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T21:59:05: INFO:     127.0.0.1:52963 - "GET /api/v2/dod-comparison?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T21:59:15: INFO:     127.0.0.1:52966 - "GET /api/v2/twg/boards HTTP/1.1" 200 OK
2025-11-17T21:59:15: INFO:     127.0.0.1:52967 - "GET /api/v2/twg/boards HTTP/1.1" 200 OK
2025-11-17T21:59:23: INFO:     127.0.0.1:52969 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T21:59:23: INFO:     127.0.0.1:52970 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T21:59:23: INFO:     127.0.0.1:52972 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T21:59:23: INFO:     127.0.0.1:52971 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T21:59:55: INFO:     127.0.0.1:52978 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T21:59:55: INFO:     127.0.0.1:52979 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T21:59:55: INFO:     127.0.0.1:52980 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T21:59:55: INFO:     127.0.0.1:52981 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:00:08: INFO:     127.0.0.1:52983 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T22:00:08: INFO:     127.0.0.1:52984 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T22:00:25: INFO:     127.0.0.1:52986 - "GET /api/v2/g2-zones HTTP/1.1" 200 OK
2025-11-17T22:00:25: INFO:     127.0.0.1:52987 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-17T22:00:25: INFO:     127.0.0.1:52988 - "GET /api/v2/g2-zones HTTP/1.1" 200 OK
2025-11-17T22:00:25: INFO:     127.0.0.1:52989 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-17T22:01:06: INFO:     127.0.0.1:52998 - "GET /api/v2/g2-zones?trend=up HTTP/1.1" 200 OK
2025-11-17T22:01:06: INFO:     127.0.0.1:52999 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-17T22:01:09: INFO:     127.0.0.1:52998 - "GET /api/v2/g2-zones?trend=down HTTP/1.1" 200 OK
2025-11-17T22:01:09: INFO:     127.0.0.1:52999 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-17T22:09:29: INFO:     127.0.0.1:53087 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:09:29: INFO:     127.0.0.1:53088 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:09:29: INFO:     127.0.0.1:53089 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:09:29: INFO:     127.0.0.1:53090 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:09:37: INFO:     127.0.0.1:53093 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T22:09:37: INFO:     127.0.0.1:53094 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T22:14:48: INFO:     127.0.0.1:53222 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:14:48: INFO:     127.0.0.1:53220 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:14:48: INFO:     127.0.0.1:53219 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:14:48: INFO:     127.0.0.1:53221 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:14:52: INFO:     127.0.0.1:53220 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T22:14:52: INFO:     127.0.0.1:53219 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T22:14:52: INFO:     127.0.0.1:53221 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T22:14:52: INFO:     127.0.0.1:53222 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T22:14:52: INFO:     127.0.0.1:53225 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T22:14:52: INFO:     127.0.0.1:53220 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T22:14:52: INFO:     127.0.0.1:53224 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T22:14:52: INFO:     127.0.0.1:53219 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T22:19:35: INFO:     127.0.0.1:53296 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T22:19:35: INFO:     127.0.0.1:53297 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T22:19:56: INFO:     127.0.0.1:53302 - "GET /api/v2/twg/boards HTTP/1.1" 200 OK
2025-11-17T22:19:56: INFO:     127.0.0.1:53303 - "GET /api/v2/twg/boards HTTP/1.1" 200 OK
2025-11-17T22:21:34: INFO:     127.0.0.1:53320 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:21:34: INFO:     127.0.0.1:53322 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:21:34: INFO:     127.0.0.1:53319 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:21:34: INFO:     127.0.0.1:53321 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:21:41: INFO:     127.0.0.1:53324 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:21:41: INFO:     127.0.0.1:53325 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:21:41: INFO:     127.0.0.1:53326 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:21:41: INFO:     127.0.0.1:53327 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:39:09: INFO:     127.0.0.1:53700 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:39:09: INFO:     127.0.0.1:53701 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:39:09: INFO:     127.0.0.1:53702 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:39:09: INFO:     127.0.0.1:53703 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:39:15: INFO:     127.0.0.1:53709 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:39:15: INFO:     127.0.0.1:53710 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:41:25: INFO:     127.0.0.1:53730 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:41:25: INFO:     127.0.0.1:53731 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:41:39: INFO:     127.0.0.1:53742 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:41:39: INFO:     127.0.0.1:53743 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:41:48: INFO:     127.0.0.1:53752 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:41:48: INFO:     127.0.0.1:53753 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:43:05: INFO:     127.0.0.1:53768 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-17T22:43:05: INFO:     127.0.0.1:53769 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-17T22:43:18: INFO:     127.0.0.1:53807 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T22:43:18: INFO:     127.0.0.1:53808 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T22:43:31: INFO:     127.0.0.1:53814 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T22:43:31: INFO:     127.0.0.1:53815 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T22:43:51: INFO:     127.0.0.1:53819 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:43:51: INFO:     127.0.0.1:53820 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:43:51: INFO:     127.0.0.1:53822 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:43:51: INFO:     127.0.0.1:53821 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:43:59: INFO:     127.0.0.1:53825 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:43:59: INFO:     127.0.0.1:53826 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:44:18: INFO:     127.0.0.1:53828 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:44:18: INFO:     127.0.0.1:53829 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:44:23: INFO:     127.0.0.1:53829 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T22:44:23: INFO:     127.0.0.1:53828 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T22:44:32: INFO:     127.0.0.1:53832 - "GET /api/v2/leads/status?days=30 HTTP/1.1" 200 OK
2025-11-17T22:44:32: INFO:     127.0.0.1:53833 - "GET /api/v2/leads/metrics?days=30 HTTP/1.1" 500 Internal Server Error
2025-11-17T22:44:32: INFO:     127.0.0.1:53834 - "GET /api/v2/leads/status?days=30 HTTP/1.1" 200 OK
2025-11-17T22:44:32: INFO:     127.0.0.1:53835 - "GET /api/v2/leads/metrics?days=30 HTTP/1.1" 500 Internal Server Error
2025-11-17T22:45:07: INFO:     127.0.0.1:53842 - "GET /api/v2/leads/status?days=30&stage=appointment HTTP/1.1" 200 OK
2025-11-17T22:45:07: INFO:     127.0.0.1:53843 - "GET /api/v2/leads/metrics?days=30&stage=appointment HTTP/1.1" 500 Internal Server Error
2025-11-17T22:45:44: INFO:     127.0.0.1:53849 - "GET /api/v2/g2-zones HTTP/1.1" 200 OK
2025-11-17T22:45:44: INFO:     127.0.0.1:53850 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-17T22:45:44: INFO:     127.0.0.1:53851 - "GET /api/v2/g2-zones HTTP/1.1" 200 OK
2025-11-17T22:45:44: INFO:     127.0.0.1:53852 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-17T22:46:16: INFO:     127.0.0.1:53856 - "GET /api/v2/g2-zones?trend=up HTTP/1.1" 200 OK
2025-11-17T22:46:16: INFO:     127.0.0.1:53857 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-17T22:54:23: INFO:     127.0.0.1:53943 - "POST /api/v2/420t/seed-420t-data HTTP/1.1" 404 Not Found
2025-11-17T22:57:46: INFO:     127.0.0.1:53980 - "POST /api/v2/420t/seed-420t-data HTTP/1.1" 200 OK
2025-11-17T22:58:15: INFO:     127.0.0.1:54012 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 500 Internal Server Error
2025-11-17T23:01:15: INFO:     127.0.0.1:54051 - "GET /docs HTTP/1.1" 200 OK
2025-11-17T23:01:19: INFO:     127.0.0.1:54054 - "POST /api/v2/420t/seed-420t-data HTTP/1.1" 200 OK
2025-11-17T23:01:28: INFO:     127.0.0.1:54057 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 500 Internal Server Error
2025-11-17T23:01:37: INFO:     127.0.0.1:54059 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 500 Internal Server Error
2025-11-17T23:02:41: INFO:     127.0.0.1:54072 - "POST /api/v2/420t/seed-420t-data HTTP/1.1" 200 OK
2025-11-17T23:02:51: INFO:     127.0.0.1:54076 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 500 Internal Server Error
2025-11-17T23:03:03: INFO:     127.0.0.1:54079 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 500 Internal Server Error
2025-11-17T23:04:56: INFO:     127.0.0.1:54110 - "POST /api/v2/420t/seed-420t-data HTTP/1.1" 200 OK
2025-11-17T23:05:11: INFO:     127.0.0.1:54115 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 500 Internal Server Error
2025-11-17T23:05:20: INFO:     127.0.0.1:54118 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 500 Internal Server Error
2025-11-17T23:06:34: INFO:     127.0.0.1:54129 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 200 OK
2025-11-17T23:07:12: INFO:     127.0.0.1:54145 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T23:07:12: INFO:     127.0.0.1:54146 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-17T23:07:22: INFO:     127.0.0.1:54152 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T23:07:22: INFO:     127.0.0.1:54153 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T23:07:22: INFO:     127.0.0.1:54154 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T23:07:22: INFO:     127.0.0.1:54155 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T23:07:22: INFO:     127.0.0.1:54157 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-17T23:07:22: INFO:     127.0.0.1:54156 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-17T23:07:22: INFO:     127.0.0.1:54153 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-17T23:07:22: INFO:     127.0.0.1:54158 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-17T23:07:39: INFO:     127.0.0.1:54160 - "GET /api/v2/market-potential?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T23:07:39: INFO:     127.0.0.1:54161 - "GET /api/v2/market-potential?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T23:07:52: INFO:     127.0.0.1:54163 - "GET /api/v2/market-potential?geographic_level=zipcode&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T23:07:54: INFO:     127.0.0.1:54163 - "GET /api/v2/market-potential?geographic_level=rsid&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T23:07:59: INFO:     127.0.0.1:54163 - "GET /api/v2/market-potential?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T23:08:21: INFO:     127.0.0.1:54169 - "GET /api/v2/market-potential?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q1 HTTP/1.1" 200 OK
2025-11-17T23:08:27: INFO:     127.0.0.1:54171 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T23:08:27: INFO:     127.0.0.1:54174 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T23:08:27: INFO:     127.0.0.1:54172 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-17T23:08:27: INFO:     127.0.0.1:54173 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-17T23:08:36: INFO:     127.0.0.1:54176 - "GET /api/v2/leads/status?days=30 HTTP/1.1" 200 OK
2025-11-17T23:08:36: INFO:     127.0.0.1:54177 - "GET /api/v2/leads/metrics?days=30 HTTP/1.1" 500 Internal Server Error
2025-11-17T23:08:36: INFO:     127.0.0.1:54178 - "GET /api/v2/leads/status?days=30 HTTP/1.1" 200 OK
2025-11-17T23:08:36: INFO:     127.0.0.1:54179 - "GET /api/v2/leads/metrics?days=30 HTTP/1.1" 500 Internal Server Error
2025-11-17T23:08:46: INFO:     127.0.0.1:54181 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 200 OK
2025-11-17T23:08:46: INFO:     127.0.0.1:54182 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 200 OK
2025-11-17T23:08:46: INFO:     127.0.0.1:54181 - "GET /api/v2/420t/school-targets HTTP/1.1" 200 OK
2025-11-17T23:08:46: INFO:     127.0.0.1:54182 - "GET /api/v2/420t/school-targets HTTP/1.1" 200 OK
2025-11-17T23:08:46: INFO:     127.0.0.1:54181 - "GET /api/v2/420t/recruiting-ops-plans HTTP/1.1" 200 OK
2025-11-17T23:08:46: INFO:     127.0.0.1:54182 - "GET /api/v2/420t/recruiting-ops-plans HTTP/1.1" 200 OK
2025-11-17T23:09:22: INFO:     127.0.0.1:54187 - "GET /api/v2/dod-comparison?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-17T23:09:22: INFO:     127.0.0.1:54188 - "GET /api/v2/dod-comparison?geographic_level=cbsa&geographic_id=41860&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-18T06:03:52: INFO:     127.0.0.1:54760 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 200 OK
2025-11-18T06:03:52: INFO:     127.0.0.1:54761 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 200 OK
2025-11-18T06:03:52: INFO:     127.0.0.1:54760 - "GET /api/v2/420t/school-targets HTTP/1.1" 200 OK
2025-11-18T06:03:52: INFO:     127.0.0.1:54761 - "GET /api/v2/420t/school-targets HTTP/1.1" 200 OK
2025-11-18T06:03:52: INFO:     127.0.0.1:54760 - "GET /api/v2/420t/recruiting-ops-plans HTTP/1.1" 200 OK
2025-11-18T06:03:52: INFO:     127.0.0.1:54761 - "GET /api/v2/420t/recruiting-ops-plans HTTP/1.1" 200 OK
2025-11-18T06:04:04: INFO:     127.0.0.1:54766 - "GET /api/v2/420t/future-soldiers HTTP/1.1" 200 OK
2025-11-18T06:04:24: INFO:     127.0.0.1:54768 - "GET /api/v2/420t/school-targets HTTP/1.1" 200 OK
2025-11-18T06:05:10: INFO:     127.0.0.1:54774 - "GET /api/v2/420t/kpi-metrics HTTP/1.1" 200 OK
2025-11-18T06:05:10: INFO:     127.0.0.1:54774 - "GET /api/v2/420t/school-targets HTTP/1.1" 200 OK
2025-11-18T06:05:10: INFO:     127.0.0.1:54774 - "GET /api/v2/420t/recruiting-ops-plans HTTP/1.1" 200 OK
2025-11-18T06:05:18: INFO:     127.0.0.1:54777 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-18T06:05:18: INFO:     127.0.0.1:54778 - "GET /api/v2/recruiting-funnel/metrics?fiscal_year=2025 HTTP/1.1" 200 OK
2025-11-18T06:05:36: INFO:     127.0.0.1:54781 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-18T06:05:36: INFO:     127.0.0.1:54782 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-18T06:05:36: INFO:     127.0.0.1:54783 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-18T06:05:36: INFO:     127.0.0.1:54784 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-18T06:05:36: INFO:     127.0.0.1:54786 - "GET /api/v2/analytics/schools?limit=15 HTTP/1.1" 200 OK
2025-11-18T06:05:36: INFO:     127.0.0.1:54785 - "GET /api/v2/analytics/cbsa?limit=10 HTTP/1.1" 500 Internal Server Error
2025-11-18T06:05:36: INFO:     127.0.0.1:54782 - "GET /api/v2/analytics/segments HTTP/1.1" 200 OK
2025-11-18T06:05:36: INFO:     127.0.0.1:54787 - "GET /api/v2/analytics/contracts HTTP/1.1" 200 OK
2025-11-18T06:05:53: INFO:     127.0.0.1:54789 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-18T06:05:53: INFO:     127.0.0.1:54790 - "GET /api/v2/mission-analysis?analysis_level=brigade&fiscal_year=2025&quarter=Q4 HTTP/1.1" 200 OK
2025-11-18T06:06:10: INFO:     127.0.0.1:54793 - "GET /api/v2/twg/boards HTTP/1.1" 200 OK
2025-11-18T06:06:10: INFO:     127.0.0.1:54794 - "GET /api/v2/twg/boards HTTP/1.1" 200 OK
2025-11-18T06:06:19: INFO:     127.0.0.1:54796 - "GET /api/v2/twg/analysis?board_id=twg_2e6d6b97 HTTP/1.1" 200 OK
2025-11-18T06:06:19: INFO:     127.0.0.1:54797 - "GET /api/v2/twg/decisions?board_id=twg_2e6d6b97 HTTP/1.1" 200 OK
2025-11-18T06:06:19: INFO:     127.0.0.1:54798 - "GET /api/v2/twg/actions?board_id=twg_2e6d6b97 HTTP/1.1" 200 OK
2025-11-18T06:06:34: INFO:     127.0.0.1:54800 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-18T06:06:34: INFO:     127.0.0.1:54801 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-18T06:06:34: INFO:     127.0.0.1:54803 - "GET /api/v2/projects HTTP/1.1" 200 OK
2025-11-18T06:06:34: INFO:     127.0.0.1:54802 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
2025-11-18T06:07:06: INFO:     127.0.0.1:54805 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-18T06:07:06: INFO:     127.0.0.1:54806 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-18T06:07:06: INFO:     127.0.0.1:54807 - "GET /api/v2/calendar/events HTTP/1.1" 200 OK
2025-11-18T06:07:06: INFO:     127.0.0.1:54808 - "GET /api/v2/calendar/reports HTTP/1.1" 200 OK
2025-11-18T06:10:45: INFO:     127.0.0.1:54867 - "GET /api/v2/g2-zones HTTP/1.1" 200 OK
2025-11-18T06:10:45: INFO:     127.0.0.1:54868 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-18T06:10:45: INFO:     127.0.0.1:54869 - "GET /api/v2/g2-zones HTTP/1.1" 200 OK
2025-11-18T06:10:45: INFO:     127.0.0.1:54870 - "GET /api/v2/g2-zones/summary HTTP/1.1" 200 OK
2025-11-18T06:12:03: INFO:     127.0.0.1:54874 - "GET /api/v2/projects/dashboard/summary HTTP/1.1" 200 OK
